,model,period,conf,bitrate_start_incl,bitrate_end_excl,abs_value,abs_min_approx_rb,percentage,percentage_min_approx_rb
313,after,360,0.95,2000,2500,1352.8063212624943,493.0,106.20202244317886,31.930051813471504
314,after,360,0.97,2000,2500,1907.2063212624616,493.0,154.09231994255776,31.930051813471504
315,after,360,0.9,2500,3000,489.52605317982295,487.0,24.122742163213555,22.631824545030334
316,after,360,0.95,2500,3000,505.2260531798229,487.0,33.38913718309831,22.631824545030334
317,after,360,0.97,2500,3000,511.50605317982263,487.0,37.09569519105219,22.631824545030334
318,after,360,0.9,3000,3500,550.4806748239887,511.0,28.459722193728652,20.35856573705179
319,after,360,0.95,3000,3500,592.9806748239889,511.0,37.18042291487154,20.35856573705179
320,after,360,0.97,3000,3500,609.9806748239889,511.0,40.66870320332873,20.35856573705179
321,after,360,0.9,3500,4000,619.6870729893294,494.0,18.28988550340086,14.790419161676645
322,after,360,0.95,3500,4000,695.2870729893293,494.0,20.394792946482212,14.790419161676645
323,after,360,0.97,3500,4000,725.5270729893291,494.0,21.236755923714753,14.790419161676645
324,after,360,0.9,4000,4500,806.0266195232693,599.0,26.06744105345959,16.717834217136478
325,after,360,0.95,4000,4500,925.6266195232693,599.0,31.468741524863745,16.717834217136478
326,after,360,0.97,4000,4500,973.4666195232694,599.0,33.629261713425436,16.717834217136478
327,after,360,0.9,4500,5000,350.52281473367634,342.0,9.174209349709223,8.11965811965812
328,after,360,0.95,4500,5000,353.3228147336765,342.0,9.520661025172245,8.11965811965812
329,after,360,0.97,4500,5000,354.44281473367664,342.0,9.659241695357451,8.11965811965812
330,after,360,0.9,5000,5500,1079.5320657288325,680.0,25.42699047228009,14.705882352941178
331,after,360,0.95,5000,5500,1195.932065728833,680.0,28.550486912583438,14.705882352941178
332,after,360,0.97,5000,5500,1242.492065728833,680.0,29.799885488704774,14.705882352941178
333,after,360,0.9,5500,6000,1070.9868147007978,607.0,22.187053921605298,11.827747466874513
334,after,360,0.95,5500,6000,1176.386814700798,607.0,24.540290836392884,11.827747466874513
335,after,360,0.97,5500,6000,1218.5468147007973,607.0,25.481585602307916,11.827747466874513
336,after,360,0.9,6000,6500,797.4919819222996,518.0,15.88203824025458,9.351868568333634
337,after,360,0.95,6000,6500,845.3419819222997,518.0,17.000026014545313,9.351868568333634
338,after,360,0.97,6000,6500,864.4819819222996,518.0,17.44722112426161,9.351868568333634
339,after,360,0.9,6500,7000,1022.5415570556206,642.0,16.718189550663602,10.413625304136254
340,after,360,0.95,6500,7000,1072.591557055621,642.0,17.54738529732571,10.413625304136254
341,after,360,0.97,6500,7000,1092.6115570556208,642.0,17.87906359599055,10.413625304136254
342,after,360,0.9,7000,7500,922.1541821553432,498.0,14.61386447811857,7.621671258034894
343,after,360,0.95,7000,7500,963.9541821553431,498.0,15.302938614118611,7.621671258034894
344,after,360,0.97,7000,7500,980.674182155343,498.0,15.578568268518628,7.621671258034894
345,after,360,0.9,7500,8000,713.7888727555498,663.0,10.548631117170782,9.388275276125743
346,after,360,0.95,7500,8000,720.9888727555499,663.0,10.71312703137891,9.388275276125743
347,after,360,0.97,7500,8000,723.8688727555495,663.0,10.77892539706216,9.388275276125743
348,after,360,0.9,8000,8500,713.7888727555498,663.0,10.548631117170782,9.388275276125743
349,after,360,0.95,8000,8500,720.9888727555499,663.0,10.71312703137891,9.388275276125743
350,after,360,0.97,8000,8500,723.8688727555495,663.0,10.77892539706216,9.388275276125743
351,after,360,0.9,8500,9000,713.7888727555498,663.0,10.548631117170782,9.388275276125743
352,after,360,0.95,8500,9000,720.9888727555499,663.0,10.71312703137891,9.388275276125743
353,after,360,0.97,8500,9000,723.8688727555495,663.0,10.77892539706216,9.388275276125743
354,after,360,0.9,9000,9500,713.7888727555498,663.0,10.548631117170782,9.388275276125743
355,after,360,0.95,9000,9500,720.9888727555499,663.0,10.71312703137891,9.388275276125743
356,after,360,0.97,9000,9500,723.8688727555495,663.0,10.77892539706216,9.388275276125743
357,after,360,0.9,9500,10000,713.7888727555498,663.0,10.548631117170782,9.388275276125743
358,after,360,0.95,9500,10000,720.9888727555499,663.0,10.71312703137891,9.388275276125743
359,after,360,0.97,9500,10000,723.8688727555495,663.0,10.77892539706216,9.388275276125743
360,after,480,0.9,0,500,168.0,168.0,23.47309898260545,23.47309898260545
361,after,480,0.95,0,500,598.0965031463129,266.0,66.44793642793124,39.002932551319645
362,after,480,0.97,0,500,1123.376503146328,266.0,109.85794375931061,39.002932551319645
363,after,480,0.9,500,1000,168.0,168.0,23.47309898260545,23.47309898260545
364,after,480,0.95,500,1000,598.0965031463129,266.0,66.44793642793124,39.002932551319645
365,after,480,0.97,500,1000,1123.376503146328,266.0,109.85794375931061,39.002932551319645
366,after,480,0.9,1000,1500,225.0,225.0,22.821210971047954,22.821210971047954
367,after,480,0.95,1000,1500,309.6379717202838,309.6379717202838,37.789594682849234,37.789594682849234
368,after,480,0.97,1000,1500,604.1379717202981,328.0,195.21790672332838,47.60522496371553
369,after,480,0.9,1500,2000,292.77772623254623,292.77772623254623,20.56446203294625,20.56446203294625
370,after,480,0.95,1500,2000,1211.5498855800784,521.0,88.5875030228986,36.690140845070424
371,after,480,0.97,1500,2000,2201.5498855800724,521.0,162.9896419978266,36.690140845070424
372,after,480,0.9,2000,2500,343.5769043302475,343.5769043302475,20.017458844194593,20.017458844194593
373,after,480,0.95,2000,2500,436.12573243471024,391.0,31.969360599929644,22.40278583865351
374,after,480,0.97,2000,2500,459.6257324347107,391.0,36.9513186704221,22.40278583865351
375,after,480,0.9,2500,3000,583.4936474993306,485.0,31.8729955336445,22.631824545030334
376,after,480,0.95,2500,3000,743.9936474993287,485.0,46.93191538614195,22.631824545030334
377,after,480,0.97,2500,3000,808.1936474993272,485.0,52.95548332714097,22.631824545030334
378,after,480,0.9,3000,3500,485.3177422493668,481.0,22.563007388179173,18.306636155606405
379,after,480,0.95,3000,3500,488.7177422493669,481.0,25.914680868195234,18.306636155606405
380,after,480,0.97,3000,3500,490.07774224936657,481.0,27.255350260201652,18.306636155606405
381,after,480,0.9,3500,4000,742.922476762991,427.0,26.816044378473208,13.26911124922312
382,after,480,0.95,3500,4000,907.4224767629903,427.0,33.86989671147279,13.26911124922312
383,after,480,0.97,3500,4000,973.22247676299,427.0,36.69143764467263,13.26911124922312
384,after,480,0.9,4000,4500,782.0972876810911,497.0,19.39946550872144,12.691521961184883
385,after,480,0.95,4000,4500,889.3472876810911,497.0,21.922909177108934,12.691521961184883
386,after,480,0.97,4000,4500,932.2472876810907,497.0,22.93228664446393,12.691521961184883
387,after,480,0.9,4500,5000,785.5019241408804,598.0,16.80097448986094,14.343967378268168
388,after,480,0.95,4500,5000,847.1019241408794,598.0,17.60817494269682,14.343967378268168
389,after,480,0.97,4500,5000,871.7419241408802,598.0,17.93105512383117,14.343967378268168
390,after,480,0.9,5000,5500,927.2482818747856,583.0,17.371954002385976,12.102968652688395
391,after,480,0.95,5000,5500,1005.4482818747856,583.0,18.568865290083338,12.102968652688395
392,after,480,0.97,5000,5500,1036.7282818747854,583.0,19.047629805162273,12.102968652688395
393,after,480,0.9,5500,6000,925.1647754236812,483.0,17.462489896221488,9.034792368125702
394,after,480,0.95,5500,6000,1013.3647754236806,483.0,19.143589258480265,9.034792368125702
395,after,480,0.97,5500,6000,1048.6447754236808,483.0,19.816029003383782,9.034792368125702
396,after,480,0.9,6000,6500,445.8671144708734,382.0,7.011699336557697,6.481167288768239
397,after,480,0.95,6000,6500,454.2671144708736,382.0,7.081476548795205,6.481167288768239
398,after,480,0.97,6000,6500,457.6271144708735,382.0,7.109387433690209,6.481167288768239
399,after,480,0.9,6500,7000,890.7332365332982,586.0,15.106977301638842,9.763412195934688
400,after,480,0.95,6500,7000,933.9332365332982,586.0,15.864498913631422,9.763412195934688
401,after,480,0.97,6500,7000,951.2132365332984,586.0,16.167507558428458,9.763412195934688
402,after,480,0.9,7000,7500,999.2731243654056,498.0,15.97404842184175,7.621671258034894
403,after,480,0.95,7000,7500,1048.6731243654056,498.0,16.7971674199217,7.621671258034894
404,after,480,0.97,7000,7500,1068.4331243654055,498.0,17.12641501915368,7.621671258034894
405,after,480,0.9,7500,8000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
406,after,480,0.95,7500,8000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
407,after,480,0.97,7500,8000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
408,after,480,0.9,8000,8500,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
409,after,480,0.95,8000,8500,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
410,after,480,0.97,8000,8500,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
411,after,480,0.9,8500,9000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
412,after,480,0.95,8500,9000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
413,after,480,0.97,8500,9000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
414,after,480,0.9,9000,9500,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
415,after,480,0.95,9000,9500,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
416,after,480,0.97,9000,9500,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
417,after,480,0.9,9500,10000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
418,after,480,0.95,9500,10000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
419,after,480,0.97,9500,10000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
420,after,720,0.9,0,500,172.03918721567595,172.03918721567595,23.379596664102795,23.379596664102795
421,after,720,0.95,0,500,234.03918721567607,191.0,30.942684118128682,28.635682158920538
422,after,720,0.97,0,500,262.83918721567625,191.0,32.48643205398645,28.635682158920538
423,after,720,0.9,500,1000,172.03918721567595,172.03918721567595,23.379596664102795,23.379596664102795
424,after,720,0.95,500,1000,234.03918721567607,191.0,30.942684118128682,28.635682158920538
425,after,720,0.97,500,1000,262.83918721567625,191.0,32.48643205398645,28.635682158920538
426,after,720,0.9,1000,1500,225.5003631236699,225.5003631236699,22.734253812301613,22.734253812301613
427,after,720,0.95,1000,1500,430.6094412154166,298.0,44.520576377509485,35.77235772357724
428,after,720,0.97,1000,1500,696.8494412154168,298.0,62.08437660979746,35.77235772357724
429,after,720,0.9,1500,2000,292.6889780702231,292.6889780702231,20.400364585687182,20.400364585687182
430,after,720,0.95,1500,2000,536.0846710533442,411.0,39.408296687178336,28.42323651452282
431,after,720,0.97,1500,2000,629.9846710533438,411.0,47.65468804373751,28.42323651452282
432,after,720,0.9,2000,2500,435.51354130774706,391.0,21.523565855518967,21.342794759825328
433,after,720,0.95,2000,2500,737.6135413077468,391.0,22.750404844389664,21.342794759825328
434,after,720,0.97,2000,2500,858.4535413077474,391.0,23.241140439937908,21.342794759825328
435,after,720,0.9,2500,3000,607.8616661806702,485.0,34.15932600271903,22.631824545030334
436,after,720,0.95,2500,3000,726.3616661806695,485.0,45.27759393119854,22.631824545030334
437,after,720,0.97,2500,3000,773.7616661806696,485.0,49.72490110259034,22.631824545030334
438,after,720,0.9,3000,3500,485.5126961079354,481.0,22.75519023452982,18.306636155606405
439,after,720,0.95,3000,3500,487.9126961079355,481.0,25.121077396894094,18.306636155606405
440,after,720,0.97,3000,3500,488.87269610793555,481.0,26.067432261839798,18.306636155606405
441,after,720,0.9,3500,4000,730.9751142910566,427.0,26.30373476968385,13.26911124922312
442,after,720,0.95,3500,4000,839.4751142910559,427.0,30.95627567017295,13.26911124922312
443,after,720,0.97,3500,4000,882.875114291056,427.0,32.81729203036859,13.26911124922312
444,after,720,0.9,4000,4500,771.933143537919,497.0,19.160317301890075,12.691521961184883
445,after,720,0.95,4000,4500,859.683143537919,497.0,21.224953030570745,12.691521961184883
446,after,720,0.97,4000,4500,894.7831435379194,497.0,22.050807322043013,12.691521961184883
447,after,720,0.9,4500,5000,331.67020799972715,328.0,10.100755473831978,7.7835785476981485
448,after,720,0.95,4500,5000,332.4702079997271,328.0,10.605833535087609,7.7835785476981485
449,after,720,0.97,4500,5000,332.79020799972704,328.0,10.807864759589862,7.7835785476981485
450,after,720,0.9,5000,5500,878.554739504041,583.0,16.62666179648427,12.102968652688395
451,after,720,0.95,5000,5500,929.1547395040411,583.0,17.401133806170797,12.102968652688395
452,after,720,0.97,5000,5500,949.3947395040411,583.0,17.710922610045408,12.102968652688395
453,after,720,0.9,5500,6000,887.7814910598822,483.0,16.749961375777936,9.034792368125702
454,after,720,0.95,5500,6000,957.0814910598824,483.0,18.070825160409843,9.034792368125702
455,after,720,0.97,5500,6000,984.8014910598824,483.0,18.599170674262602,9.034792368125702
456,after,720,0.9,6000,6500,436.5331146492987,382.0,6.934163564346399,6.481167288768239
457,after,720,0.95,6000,6500,442.53311464929857,382.0,6.9840044302303355,6.481167288768239
458,after,720,0.97,6000,6500,444.93311464929866,382.0,7.003940776583907,6.481167288768239
459,after,720,0.9,6500,7000,624.1201010295919,478.0,10.473338702666362,7.869608165953243
460,after,720,0.95,6500,7000,638.5201010295918,478.0,10.729933924435857,7.869608165953243
461,after,720,0.97,6500,7000,644.2801010295918,478.0,10.832572013143652,7.869608165953243
462,after,720,0.9,7000,7500,1138.4845130025121,498.0,17.839784092328483,7.621671258034894
463,after,720,0.95,7000,7500,1193.789208169318,498.0,18.72209990794668,7.621671258034894
464,after,720,0.97,7000,7500,1215.9110862360408,498.0,19.07502623419396,7.621671258034894
465,after,720,0.9,7500,8000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
466,after,720,0.95,7500,8000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
467,after,720,0.97,7500,8000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
468,after,720,0.9,8000,8500,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
469,after,720,0.95,8000,8500,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
470,after,720,0.97,8000,8500,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
471,after,720,0.9,8500,9000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
472,after,720,0.95,8500,9000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
473,after,720,0.97,8500,9000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
474,after,720,0.9,9000,9500,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
475,after,720,0.95,9000,9500,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
476,after,720,0.97,9000,9500,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
477,after,720,0.9,9500,10000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
478,after,720,0.95,9500,10000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
479,after,720,0.97,9500,10000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
480,after,1440,0.9,0,500,212.67248999714297,191.0,29.79737874565619,28.635682158920538
481,after,1440,0.95,0,500,229.42248999714297,191.0,30.695218256962335,28.635682158920538
482,after,1440,0.97,0,500,236.12248999714302,191.0,31.054354061484787,28.635682158920538
483,after,1440,0.9,500,1000,212.67248999714297,191.0,29.79737874565619,28.635682158920538
484,after,1440,0.95,500,1000,229.42248999714297,191.0,30.695218256962335,28.635682158920538
485,after,1440,0.97,500,1000,236.12248999714302,191.0,31.054354061484787,28.635682158920538
486,after,1440,0.9,1000,1500,263.69899668550056,263.69899668550056,31.17263928007771,31.17263928007771
487,after,1440,0.95,1000,1500,531.7347827646031,298.0,51.19179519283324,35.77235772357724
488,after,1440,0.97,1000,1500,657.0547827646037,298.0,59.45913084904703,35.77235772357724
489,after,1440,0.9,1500,2000,411.33097032903123,411.0,28.4523026578732,28.42323651452282
490,after,1440,0.95,1500,2000,548.5809703290311,411.0,40.50573411354682,28.42323651452282
491,after,1440,0.97,1500,2000,603.4809703290312,411.0,45.32710669581627,28.42323651452282
492,after,1440,0.9,2000,2500,515.7586201658187,391.0,21.849444013109448,21.342794759825328
493,after,1440,0.95,2000,2500,719.0586201658157,391.0,22.675052640840022,21.342794759825328
494,after,1440,0.97,2000,2500,800.3786201658149,391.0,23.00529609193225,21.342794759825328
495,after,1440,0.9,2500,3000,620.0173605586542,485.0,35.29983458458514,22.631824545030334
496,after,1440,0.95,2500,3000,698.0173605586542,485.0,42.61818815776158,22.631824545030334
497,after,1440,0.97,2500,3000,729.217360558654,485.0,45.54552958703218,22.631824545030334
498,after,1440,0.9,3000,3500,485.31766698752836,481.0,22.56293319608872,18.306636155606405
499,after,1440,0.95,3000,3500,486.81766698752836,481.0,24.041612672566387,18.306636155606405
500,after,1440,0.97,3000,3500,487.4176669875287,481.0,24.633084463157445,18.306636155606405
501,after,1440,0.9,3500,4000,697.8953721690232,427.0,24.885256860002833,13.26911124922312
502,after,1440,0.95,3500,4000,764.3953721690232,427.0,27.736814186109058,13.26911124922312
503,after,1440,0.97,3500,4000,790.9953721690235,427.0,28.877437116551548,13.26911124922312
504,after,1440,0.9,4000,4500,740.2188948028374,497.0,18.414125039249434,12.691521961184883
505,after,1440,0.95,4000,4500,795.4688948028372,497.0,19.714080868418748,12.691521961184883
506,after,1440,0.97,4000,4500,817.5688948028373,497.0,20.234063200086467,12.691521961184883
507,after,1440,0.9,4500,5000,330.96522467512057,328.0,9.655665960319762,7.7835785476981485
508,after,1440,0.95,4500,5000,331.4152246751205,328.0,9.939772369776055,7.7835785476981485
509,after,1440,0.97,4500,5000,331.59522467512056,328.0,10.053414933558575,7.7835785476981485
510,after,1440,0.9,5000,5500,855.8006701110987,583.0,16.278393222347937,12.102968652688395
511,after,1440,0.95,5000,5500,897.2006701110988,583.0,16.912052139364178,12.102968652688395
512,after,1440,0.97,5000,5500,913.760670111099,583.0,17.16551570617068,12.102968652688395
513,after,1440,0.9,5500,6000,818.3023509720853,483.0,15.425683166119388,9.034792368125702
514,after,1440,0.95,5500,6000,862.4023509720855,483.0,16.266232847248784,9.034792368125702
515,after,1440,0.97,5500,6000,880.0423509720854,483.0,16.60245271970054,9.034792368125702
516,after,1440,0.9,6000,6500,425.3003614424233,382.0,6.84085520666453,6.481167288768239
517,after,1440,0.95,6000,6500,429.03927041144686,382.0,6.871913616744088,6.481167288768239
518,after,1440,0.97,6000,6500,430.53483399905633,382.0,6.88433698077591,6.481167288768239
519,after,1440,0.9,6500,7000,624.1201010295919,478.0,10.473338702666362,7.869608165953243
520,after,1440,0.95,6500,7000,638.5201010295918,478.0,10.729933924435857,7.869608165953243
521,after,1440,0.97,6500,7000,644.2801010295918,478.0,10.832572013143652,7.869608165953243
522,after,1440,0.9,7000,7500,1138.4845130025121,498.0,17.839784092328483,7.621671258034894
523,after,1440,0.95,7000,7500,1193.789208169318,498.0,18.72209990794668,7.621671258034894
524,after,1440,0.97,7000,7500,1215.9110862360408,498.0,19.07502623419396,7.621671258034894
525,after,1440,0.9,7500,8000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
526,after,1440,0.95,7500,8000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
527,after,1440,0.97,7500,8000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
528,after,1440,0.9,8000,8500,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
529,after,1440,0.95,8000,8500,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
530,after,1440,0.97,8000,8500,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
531,after,1440,0.9,8500,9000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
532,after,1440,0.95,8500,9000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
533,after,1440,0.97,8500,9000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
534,after,1440,0.9,9000,9500,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
535,after,1440,0.95,9000,9500,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
536,after,1440,0.97,9000,9500,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
537,after,1440,0.9,9500,10000,1082.5958698698414,628.0,15.669331567569587,8.748955140707718
538,after,1440,0.95,9500,10000,1127.3958698698416,628.0,16.351328225419074,8.748955140707718
539,after,1440,0.97,9500,10000,1145.3158698698417,628.0,16.62412688855887,8.748955140707718
540,before,15,0.9,0,500,57.98047500060849,57.98047500060849,15.278540720208477,15.278540720208477
541,before,15,0.95,0,500,87.78819688359452,87.78819688359452,25.702085359408752,25.702085359408752
542,before,15,0.97,0,500,120.67273106734882,120.67273106734882,37.17284201734943,37.17284201734943
543,before,15,0.9,500,1000,98.90295906937969,98.90295906937969,14.624739407332186,14.624739407332186
544,before,15,0.95,500,1000,134.2196686660012,134.2196686660012,20.815567687347464,20.815567687347464
545,before,15,0.97,500,1000,159.06147096746696,159.06147096746696,25.567451925375757,25.567451925375757
546,before,15,0.9,1000,1500,145.48496439447698,145.48496439447698,13.65859412314149,13.65859412314149
547,before,15,0.95,1000,1500,190.11612092261248,190.11612092261248,18.547238340266603,18.547238340266603
548,before,15,0.97,1000,1500,224.14273535777406,224.14273535777406,22.454652022869553,22.454652022869553
549,before,15,0.9,1500,2000,187.72448407831678,187.72448407831678,12.336555723851605,12.336555723851605
550,before,15,0.95,1500,2000,243.9807947505621,243.9807947505621,16.764637406447285,16.764637406447285
551,before,15,0.97,1500,2000,292.9128638438798,292.9128638438798,20.307935728127134,20.307935728127134
552,before,15,0.9,2000,2500,244.7081620606361,244.7081620606361,12.358422798076028,12.358422798076028
553,before,15,0.95,2000,2500,311.75916036579105,311.75916036579105,16.617222999173666,16.617222999173666
554,before,15,0.97,2000,2500,373.3294818531714,373.3294818531714,20.757495125228992,20.757495125228992
555,before,15,0.9,2500,3000,267.1631071949849,267.1631071949849,10.792576152788158,10.792576152788158
556,before,15,0.95,2500,3000,381.0767503737988,381.0767503737988,16.174849623351403,16.174849623351403
557,before,15,0.97,2500,3000,525.3688824742183,525.3688824742183,23.6548708387939,23.6548708387939
558,before,15,0.9,3000,3500,321.3444596586515,321.3444596586515,10.978392100146797,10.978392100146797
559,before,15,0.95,3000,3500,467.8908255395513,467.8908255395513,16.925355721753363,16.925355721753363
560,before,15,0.97,3000,3500,1131.916699245815,687.6202848029261,31.882086957031987,26.751700565385356
561,before,15,0.9,3500,4000,336.52864777355387,336.52864777355387,10.160561373348422,10.160561373348422
562,before,15,0.95,3500,4000,498.4153412684939,498.4153412684939,15.606739085584904,15.606739085584904
563,before,15,0.97,3500,4000,824.8837746719682,640.1407923812908,39.299470425300086,21.490301043697528
564,before,15,0.9,4000,4500,411.32296889799164,411.32296889799164,11.02992820647435,11.02992820647435
565,before,15,0.95,4000,4500,721.5033216038694,676.4724555549878,18.687855432535383,18.369786712808903
566,before,15,0.97,4000,4500,1197.9217111947619,676.4724555549878,22.052964757033692,18.369786712808903
567,before,15,0.9,4500,5000,435.7118356387684,435.7118356387684,10.129286428595293,10.129286428595293
568,before,15,0.95,4500,5000,1287.4676057531728,685.3202866305351,30.39648375712926,16.977326300146068
569,before,15,0.97,4500,5000,2434.999616319794,685.3202866305351,55.96981481365387,16.977326300146068
570,before,15,0.9,5000,5500,554.2303074544574,554.2303074544574,12.348788275623129,12.348788275623129
571,before,15,0.95,5000,5500,1780.608336521851,1024.7259977782942,44.43571330884595,23.43691171362076
572,before,15,0.97,5000,5500,2428.5836924378655,1024.7259977782942,62.43680321404628,23.43691171362076
573,before,15,0.9,5500,6000,687.4264163905251,687.4264163905251,13.620885393331339,13.620885393331339
574,before,15,0.95,5500,6000,924.7512401881895,753.4452443169994,17.914648072042866,15.250215442918217
575,before,15,0.97,5500,6000,1008.0109267997868,753.4452443169994,19.209639672135154,15.250215442918217
576,before,15,0.9,6000,6500,942.0281332038453,805.0882507411061,19.744607481347916,15.338193690430751
577,before,15,0.95,6000,6500,1432.1722962454824,805.0882507411061,35.51633125328762,15.338193690430751
578,before,15,0.97,6000,6500,1628.229961462137,805.0882507411061,41.82502076206353,15.338193690430751
579,before,15,0.9,6500,7000,1652.569658756248,1003.1285862649138,28.455351987969316,17.28378378423359
580,before,15,0.95,6500,7000,2404.995750121442,1003.1285862649138,41.39844991325296,17.28378378423359
581,before,15,0.97,6500,7000,2705.9661866675215,1003.1285862649138,46.57568908336643,17.28378378423359
582,before,15,0.9,7000,7500,1042.4479281251001,733.4808794183755,17.991392007533037,11.645290986282559
583,before,15,0.95,7000,7500,1232.0356033614116,733.4808794183755,21.885472442549585,11.645290986282559
584,before,15,0.97,7000,7500,1307.8706734559355,733.4808794183755,23.443104616556198,11.645290986282559
585,before,15,0.9,7500,8000,1550.4622624896492,1002.1938499665521,26.215209123695352,15.289450626414606
586,before,15,0.95,7500,8000,1860.7977405712245,1002.1938499665521,32.3994984411373,15.289450626414606
587,before,15,0.97,7500,8000,1984.9319318038542,1002.1938499665521,34.87321416811409,15.289450626414606
588,before,15,0.9,8000,8500,532.088810265973,416.529100186659,6.29661523089503,5.155400710661412
589,before,15,0.95,8000,8500,550.7586087396187,416.529100186659,6.480989569436865,5.155400710661412
590,before,15,0.97,8000,8500,558.226528129077,416.529100186659,6.554739304853602,5.155400710661412
591,before,15,0.9,8500,9000,532.088810265973,416.529100186659,6.29661523089503,5.155400710661412
592,before,15,0.95,8500,9000,550.7586087396187,416.529100186659,6.480989569436865,5.155400710661412
593,before,15,0.97,8500,9000,558.226528129077,416.529100186659,6.554739304853602,5.155400710661412
594,before,15,0.9,9000,9500,532.088810265973,416.529100186659,6.29661523089503,5.155400710661412
595,before,15,0.95,9000,9500,550.7586087396187,416.529100186659,6.480989569436865,5.155400710661412
596,before,15,0.97,9000,9500,558.226528129077,416.529100186659,6.554739304853602,5.155400710661412
597,before,15,0.9,9500,10000,532.088810265973,416.529100186659,6.29661523089503,5.155400710661412
598,before,15,0.95,9500,10000,550.7586087396187,416.529100186659,6.480989569436865,5.155400710661412
599,before,15,0.97,9500,10000,558.226528129077,416.529100186659,6.554739304853602,5.155400710661412
600,before,60,0.9,0,500,187.9580376119525,187.9580376119525,67.64047050552986,67.64047050552986
601,before,60,0.95,0,500,387.2786970406228,308.17653560465067,550.7317022874586,291.2175833266276
602,before,60,0.97,0,500,513.7239119061651,308.17653560465067,965.5663659294282,291.2175833266276
603,before,60,0.9,500,1000,194.45488088884213,194.45488088884213,32.361811409888425,32.361811409888425
604,before,60,0.95,500,1000,257.03362598969,257.03362598969,51.770740891518344,51.770740891518344
605,before,60,0.97,500,1000,327.66833223651173,327.66833223651173,73.53471010909455,73.53471010909455
606,before,60,0.9,1000,1500,255.6710621126572,255.6710621126572,26.331644920920773,26.331644920920773
607,before,60,0.95,1000,1500,362.549607561263,362.549607561263,42.005812337050436,42.005812337050436
608,before,60,0.97,1000,1500,469.03449592820743,469.03449592820743,61.44111356828944,61.44111356828944
609,before,60,0.9,1500,2000,310.5717926437801,310.5717926437801,21.730214119283364,21.730214119283364
610,before,60,0.95,1500,2000,435.43785705664857,435.43785705664857,33.99638421791016,33.99638421791016
611,before,60,0.97,1500,2000,607.9361904731742,607.9361904731742,56.34946920766701,56.34946920766701
612,before,60,0.9,2000,2500,414.645401396411,414.645401396411,22.709777741744496,22.709777741744496
613,before,60,0.95,2000,2500,658.5925613208866,658.5925613208866,40.46293401194643,40.46293401194643
614,before,60,0.97,2000,2500,2704.868715839044,994.7448540611429,382.74870880561343,83.8558936891992
615,before,60,0.9,2500,3000,490.28374272963316,490.28374272963316,21.95029039928177,21.95029039928177
616,before,60,0.95,2500,3000,1479.7659439680297,1128.8110458874692,99.33265479791734,68.19831917575286
617,before,60,0.97,2500,3000,4916.182547532479,1128.8110458874692,404.18820306952114,68.19831917575286
618,before,60,0.9,3000,3500,663.1298206455559,663.1298206455559,25.38774730763164,25.38774730763164
619,before,60,0.95,3000,3500,1886.875820337279,1061.8808717148622,84.20546282690867,48.089836191923965
